shipment_id,shipment_time,weather_condition,geopolitical_event,supplier_reliability,transportation_mode,route_risk,delay
SHIP_485,4,Rainy,Sanction,0.83,Rail,5,5
SHIP_486,12,Snow,Tariff,0.36,Sea,7,7
SHIP_487,5,Storm,None,0.9,Air,3,4
SHIP_488,10,Clear,Tariff,0.87,Sea,4,5
SHIP_489,4,Clear,None,0.32,Road,1,2
SHIP_490,13,Storm,Tariff,0.36,Sea,3,7
SHIP_491,7,Clear,Sanction,0.33,Air,7,5
SHIP_492,7,Clear,None,0.53,Rail,4,4
SHIP_493,8,Rainy,Sanction,0.66,Air,2,4
SHIP_494,10,Clear,Sanction,0.67,Rail,5,5
SHIP_495,13,Snow,None,0.49,Rail,5,6
SHIP_496,8,Snow,None,0.94,Sea,2,5
SHIP_497,2,Storm,Strike,0.56,Sea,6,7
SHIP_498,9,Clear,Strike,0.33,Sea,4,6
SHIP_499,6,Storm,Strike,0.51,Road,1,6
SHIP_500,10,Snow,Sanction,0.67,Sea,3,6
SHIP_501,11,Clear,Sanction,0.59,Road,9,6
SHIP_502,14,Clear,Strike,0.49,Sea,7,7
SHIP_503,13,Storm,Sanction,0.39,Rail,6,8
SHIP_504,6,Snow,Sanction,0.87,Road,1,4
SHIP_505,6,Clear,None,1.0,Air,9,4
SHIP_506,13,Storm,None,0.53,Road,9,7
SHIP_507,13,Snow,Sanction,0.57,Road,1,5
SHIP_508,3,Storm,Strike,0.73,Air,6,6
SHIP_509,13,Rainy,Tariff,0.8,Road,7,7
SHIP_510,12,Clear,Strike,0.57,Rail,2,6
SHIP_511,4,Rainy,Tariff,0.93,Sea,8,5
SHIP_512,11,Snow,Strike,0.69,Air,8,8
SHIP_513,10,Rainy,None,0.62,Sea,6,6
SHIP_514,8,Rainy,Sanction,0.75,Rail,9,6
SHIP_515,2,Snow,Sanction,0.97,Air,3,4
SHIP_516,4,Storm,None,0.86,Sea,2,5
SHIP_517,13,Rainy,Tariff,0.33,Sea,2,5
SHIP_518,3,Storm,Tariff,0.53,Rail,6,6
SHIP_519,2,Rainy,Tariff,0.63,Sea,7,5
SHIP_520,10,Storm,None,0.52,Rail,6,6
SHIP_521,9,Snow,Tariff,0.79,Road,3,5
SHIP_522,6,Rainy,None,0.88,Rail,5,4
SHIP_523,12,Snow,Strike,0.81,Road,8,8
SHIP_524,13,Rainy,Strike,0.99,Air,6,7
SHIP_525,3,Snow,None,0.49,Sea,2,5
SHIP_526,2,Snow,Sanction,0.91,Rail,7,5
SHIP_527,8,Rainy,Strike,0.84,Rail,8,7
SHIP_528,14,Rainy,Tariff,0.55,Sea,4,6
SHIP_529,12,Rainy,None,0.81,Sea,1,4
SHIP_530,12,Clear,Tariff,0.37,Air,2,4
SHIP_531,3,Storm,Tariff,0.85,Air,4,4
SHIP_532,2,Clear,Sanction,0.67,Rail,7,4
SHIP_533,3,Clear,Tariff,0.5,Air,2,2
SHIP_534,8,Snow,Sanction,0.76,Road,6,6
SHIP_535,8,Rainy,Strike,0.75,Air,2,4
SHIP_536,11,Storm,None,0.45,Air,7,6
SHIP_537,7,Snow,Tariff,0.32,Rail,2,5
SHIP_538,6,Clear,None,0.6,Road,3,2
SHIP_539,4,Rainy,Tariff,0.7,Air,9,6
SHIP_540,13,Snow,None,0.91,Road,4,5
SHIP_541,4,Rainy,Tariff,0.95,Road,5,4
SHIP_542,12,Snow,Tariff,0.67,Road,9,7
SHIP_543,14,Rainy,Tariff,0.83,Sea,7,7
SHIP_544,13,Clear,Tariff,0.61,Sea,8,6
SHIP_545,10,Storm,Tariff,0.82,Sea,3,7
SHIP_546,5,Clear,Tariff,0.44,Sea,4,4
SHIP_547,10,Storm,Tariff,0.56,Rail,7,7
SHIP_548,5,Rainy,Tariff,0.74,Air,4,4
SHIP_549,3,Snow,Tariff,0.31,Sea,2,5
SHIP_550,5,Clear,None,0.81,Rail,6,4
SHIP_551,7,Storm,Sanction,0.88,Air,9,7
SHIP_552,7,Clear,Tariff,0.58,Sea,2,3
SHIP_553,6,Storm,Sanction,0.61,Air,1,5
SHIP_554,2,Clear,Tariff,0.9,Sea,8,5
SHIP_555,4,Storm,Tariff,0.84,Rail,1,4
SHIP_556,6,Storm,None,0.5,Road,1,4
SHIP_557,7,Rainy,Strike,0.53,Road,3,5
SHIP_558,2,Storm,Strike,0.78,Air,5,6
SHIP_559,10,Rainy,None,0.69,Rail,9,5
SHIP_560,4,Storm,Sanction,0.41,Road,2,5
SHIP_561,11,Snow,Strike,0.52,Sea,1,6
SHIP_562,14,Snow,None,0.93,Road,1,3
SHIP_563,4,Snow,None,0.78,Air,8,5
SHIP_564,12,Storm,Strike,0.99,Air,2,7
SHIP_565,3,Rainy,Sanction,0.84,Rail,9,6
SHIP_566,9,Rainy,None,0.96,Air,9,4
SHIP_567,14,Storm,Tariff,0.45,Road,2,6
SHIP_568,4,Snow,Sanction,0.84,Road,3,5
SHIP_569,7,Snow,Sanction,0.31,Road,2,4
SHIP_570,3,Rainy,Strike,0.77,Road,6,5
SHIP_571,8,Snow,Strike,0.63,Rail,7,8
SHIP_572,14,Clear,Tariff,0.54,Sea,6,7
SHIP_573,5,Rainy,None,0.9,Sea,3,4
SHIP_574,10,Snow,Strike,0.9,Rail,3,7
SHIP_575,11,Rainy,Strike,0.32,Air,2,5
SHIP_576,10,Clear,Sanction,0.73,Sea,2,4
SHIP_577,8,Rainy,Strike,0.56,Air,5,6
SHIP_578,13,Rainy,Strike,0.59,Sea,8,8
SHIP_579,9,Rainy,Strike,0.88,Air,6,6
SHIP_580,4,Rainy,Strike,0.52,Rail,9,6
SHIP_581,12,Clear,Sanction,0.96,Road,5,5
SHIP_582,6,Storm,Tariff,0.43,Air,4,6
SHIP_583,3,Rainy,Tariff,0.76,Road,9,5
SHIP_584,11,Rainy,None,0.77,Air,5,4
SHIP_585,8,Snow,Strike,0.48,Air,1,5
SHIP_586,14,Rainy,Sanction,0.53,Air,5,6
SHIP_587,9,Snow,None,0.88,Air,5,5
SHIP_588,10,Storm,None,0.83,Air,5,5
SHIP_589,12,Clear,Tariff,0.53,Road,2,4
SHIP_590,12,Clear,Sanction,0.67,Air,6,5
SHIP_591,8,Storm,Sanction,0.34,Road,5,7
SHIP_592,11,Clear,Sanction,0.45,Rail,2,4
SHIP_593,11,Storm,Tariff,0.64,Sea,8,8
SHIP_594,14,Storm,Tariff,0.36,Air,6,7
SHIP_595,9,Storm,Tariff,0.89,Sea,3,6
SHIP_596,13,Clear,Tariff,0.8,Road,9,5
SHIP_597,10,Snow,Tariff,0.96,Rail,4,5
SHIP_598,7,Storm,Strike,0.79,Rail,3,7
SHIP_599,13,Rainy,Strike,0.96,Rail,7,8
SHIP_600,13,Clear,Sanction,0.69,Sea,8,6
SHIP_601,11,Storm,None,0.72,Road,7,6
SHIP_602,3,Storm,Sanction,0.98,Air,1,4
SHIP_603,3,Rainy,None,0.75,Air,1,2
SHIP_604,5,Snow,Tariff,0.32,Road,5,6
SHIP_605,10,Snow,None,0.81,Sea,8,6
SHIP_606,8,Snow,Sanction,0.93,Air,3,5
SHIP_607,3,Storm,Sanction,0.86,Road,8,7
SHIP_608,9,Storm,None,0.71,Air,3,5
SHIP_609,12,Storm,Strike,0.77,Rail,4,8
SHIP_610,8,Clear,Tariff,0.99,Air,7,4
SHIP_611,10,Rainy,Tariff,0.36,Sea,3,5
SHIP_612,9,Storm,Sanction,0.77,Road,4,6
SHIP_613,4,Rainy,Strike,0.5,Sea,8,7
SHIP_614,2,Rainy,None,0.75,Road,4,3
SHIP_615,3,Snow,Tariff,0.73,Rail,9,6
SHIP_616,14,Clear,Strike,0.41,Road,4,6
SHIP_617,3,Storm,Tariff,0.44,Air,4,4
SHIP_618,5,Snow,Strike,0.74,Air,5,6
SHIP_619,7,Snow,Strike,0.39,Rail,1,6
SHIP_620,5,Storm,Sanction,0.49,Road,7,7
SHIP_621,10,Rainy,Tariff,0.88,Rail,9,6
SHIP_622,5,Snow,None,0.53,Air,9,5
SHIP_623,7,Rainy,Sanction,0.64,Sea,1,5
SHIP_624,7,Clear,Sanction,0.96,Rail,6,5
SHIP_625,11,Rainy,None,0.46,Sea,3,5
SHIP_626,12,Clear,Sanction,0.57,Sea,4,6
SHIP_627,11,Rainy,Strike,0.72,Road,8,8
SHIP_628,2,Snow,Strike,0.83,Rail,4,5
SHIP_629,9,Snow,Tariff,0.93,Sea,8,7
SHIP_630,13,Clear,Tariff,0.94,Sea,4,5
SHIP_631,4,Storm,None,0.84,Road,9,6
SHIP_632,14,Clear,Tariff,0.46,Road,6,5
SHIP_633,7,Clear,Strike,0.32,Air,1,3
SHIP_634,4,Rainy,None,0.57,Sea,2,2
SHIP_635,12,Rainy,None,0.4,Air,7,5
SHIP_636,3,Clear,Tariff,0.8,Sea,7,4
SHIP_637,6,Snow,Strike,0.76,Air,3,5
SHIP_638,2,Rainy,None,0.33,Road,1,2
SHIP_639,10,Storm,Strike,0.89,Rail,8,8
SHIP_640,12,Rainy,Strike,0.47,Road,7,7
SHIP_641,8,Rainy,Strike,0.6,Air,8,7
SHIP_642,4,Storm,Tariff,0.77,Air,1,4
SHIP_643,5,Clear,Sanction,0.6,Rail,3,4
SHIP_644,14,Storm,Sanction,0.61,Sea,2,7
SHIP_645,7,Clear,None,0.35,Air,1,2
SHIP_646,4,Clear,Strike,0.58,Air,5,5
SHIP_647,13,Clear,Tariff,0.84,Air,3,3
SHIP_648,8,Storm,Strike,0.94,Rail,8,8
SHIP_649,14,Clear,Strike,0.59,Road,6,6
SHIP_650,7,Snow,Tariff,0.6,Air,9,6
SHIP_651,10,Storm,Sanction,0.79,Rail,9,9
SHIP_652,13,Snow,Strike,0.96,Air,6,7
SHIP_653,6,Clear,Strike,0.49,Sea,2,5
SHIP_654,5,Rainy,Sanction,0.61,Rail,9,6
SHIP_655,4,Clear,Tariff,0.86,Air,2,1
SHIP_656,11,Snow,None,0.73,Rail,3,5
SHIP_657,2,Snow,Sanction,0.38,Air,6,6
SHIP_658,4,Storm,None,0.74,Road,2,3
SHIP_659,4,Rainy,None,0.43,Air,5,3
SHIP_660,8,Storm,Sanction,0.66,Rail,2,7
SHIP_661,8,Snow,Strike,0.67,Sea,4,7
SHIP_662,14,Clear,None,0.91,Sea,3,4
SHIP_663,13,Rainy,None,0.62,Sea,5,6
SHIP_664,2,Clear,Tariff,0.5,Air,6,3
SHIP_665,4,Clear,Strike,0.46,Road,7,6
SHIP_666,14,Rainy,None,0.91,Air,8,5
SHIP_667,9,Storm,Tariff,0.42,Sea,9,9
SHIP_668,10,Clear,Strike,0.6,Rail,4,5
SHIP_669,8,Snow,Sanction,0.43,Sea,4,7
SHIP_670,8,Clear,Sanction,0.84,Rail,7,5
SHIP_671,13,Rainy,Tariff,0.63,Road,9,7
SHIP_672,12,Rainy,Sanction,0.55,Rail,2,6
SHIP_673,9,Rainy,None,0.55,Air,6,5
SHIP_674,7,Storm,Strike,0.9,Air,8,7
SHIP_675,12,Clear,None,0.69,Air,5,3
SHIP_676,4,Storm,None,0.8,Rail,5,5
SHIP_677,2,Storm,Sanction,0.93,Air,8,6
SHIP_678,8,Rainy,None,0.93,Air,1,3
SHIP_679,2,Rainy,Sanction,0.53,Air,6,5
SHIP_680,2,Storm,Strike,0.97,Road,9,7
SHIP_681,10,Clear,Strike,0.32,Rail,6,6
SHIP_682,14,Snow,None,0.56,Rail,7,6
SHIP_683,11,Storm,Tariff,0.93,Sea,4,6
SHIP_684,8,Clear,Sanction,0.49,Rail,1,4
SHIP_685,14,Rainy,Sanction,0.49,Road,9,8
SHIP_686,12,Rainy,None,0.51,Rail,6,5
SHIP_687,14,Clear,Sanction,0.73,Road,3,4
SHIP_688,5,Snow,Sanction,0.61,Road,4,5
SHIP_689,7,Rainy,Tariff,0.81,Rail,6,6
SHIP_690,2,Rainy,Tariff,0.93,Sea,6,4
SHIP_691,8,Rainy,None,0.77,Air,9,4
SHIP_692,13,Clear,Tariff,0.44,Air,4,4
SHIP_693,7,Storm,None,0.95,Rail,5,5
SHIP_694,5,Rainy,Strike,0.49,Rail,5,5
SHIP_695,8,Storm,None,0.4,Road,3,5
SHIP_696,4,Snow,Strike,0.36,Rail,2,6
SHIP_697,2,Rainy,None,0.69,Road,8,4
SHIP_698,5,Rainy,Sanction,0.38,Sea,9,7
SHIP_699,4,Snow,Tariff,0.4,Rail,9,7
SHIP_700,2,Rainy,Strike,0.51,Air,5,5
SHIP_701,3,Storm,None,0.5,Air,9,6
SHIP_702,12,Clear,Tariff,0.72,Rail,4,4
SHIP_703,6,Storm,None,0.87,Road,2,4
SHIP_704,9,Clear,Tariff,0.83,Air,3,3
SHIP_705,2,Clear,Tariff,0.48,Road,1,2
SHIP_706,5,Storm,None,0.47,Rail,5,5
SHIP_707,5,Storm,Strike,0.98,Rail,1,6
SHIP_708,6,Storm,Strike,0.31,Air,1,5
SHIP_709,8,Storm,Sanction,0.92,Rail,7,7
SHIP_710,14,Snow,Tariff,0.44,Sea,2,6
SHIP_711,13,Rainy,Sanction,0.96,Sea,8,6
SHIP_712,9,Clear,Sanction,0.54,Air,6,5
SHIP_713,7,Storm,None,0.61,Sea,4,6
SHIP_714,2,Storm,None,0.79,Road,9,5
SHIP_715,8,Storm,None,0.71,Air,8,5
SHIP_716,4,Snow,Tariff,0.52,Air,3,4
SHIP_717,14,Storm,None,0.69,Road,3,6
SHIP_718,14,Storm,None,0.81,Sea,4,6
SHIP_719,14,Storm,Tariff,0.33,Sea,9,9
SHIP_720,7,Rainy,Tariff,0.31,Sea,9,6
SHIP_721,9,Snow,Strike,0.62,Air,5,6
SHIP_722,8,Storm,None,0.39,Air,9,6
SHIP_723,11,Clear,None,0.77,Sea,6,4
SHIP_724,7,Clear,None,0.45,Rail,8,5
SHIP_725,10,Clear,Strike,0.6,Sea,8,7
SHIP_726,10,Snow,None,0.44,Road,7,6
SHIP_727,2,Snow,Strike,0.68,Air,4,5
SHIP_728,2,Clear,Sanction,0.38,Road,4,4
SHIP_729,2,Storm,Strike,0.32,Road,6,7
SHIP_730,9,Snow,Sanction,0.34,Air,9,7
SHIP_731,13,Clear,None,0.97,Rail,7,5
SHIP_732,14,Clear,Sanction,0.4,Sea,5,6
SHIP_733,13,Storm,Strike,0.8,Road,5,8
SHIP_734,11,Rainy,Tariff,0.35,Air,8,6
SHIP_735,8,Snow,Sanction,0.38,Road,6,7
SHIP_736,4,Storm,Sanction,0.66,Sea,1,6
SHIP_737,14,Clear,None,0.63,Rail,1,3
SHIP_738,3,Clear,Strike,0.97,Rail,9,6
SHIP_739,5,Storm,Sanction,0.96,Rail,8,7
SHIP_740,4,Snow,Sanction,0.85,Air,6,6
SHIP_741,8,Rainy,Sanction,0.72,Air,1,4
SHIP_742,11,Rainy,Sanction,0.62,Rail,2,5
SHIP_743,9,Clear,Tariff,0.55,Sea,3,4
SHIP_744,7,Snow,Strike,0.96,Sea,3,6
SHIP_745,4,Rainy,None,0.72,Air,2,2
SHIP_746,7,Snow,None,0.71,Rail,2,4
SHIP_747,3,Snow,Tariff,0.46,Sea,6,5
SHIP_748,13,Clear,Strike,0.33,Sea,7,7
SHIP_749,8,Rainy,Sanction,0.96,Sea,4,5
SHIP_750,12,Storm,Tariff,0.52,Air,1,6
SHIP_751,11,Clear,Strike,0.61,Rail,6,6
SHIP_752,8,Rainy,Sanction,0.38,Road,7,7
SHIP_753,5,Rainy,Tariff,0.89,Rail,4,4
SHIP_754,14,Rainy,Strike,0.32,Rail,6,7
SHIP_755,9,Rainy,None,0.88,Air,9,5
SHIP_756,5,Rainy,None,0.4,Sea,4,4
SHIP_757,8,Snow,Strike,0.92,Sea,4,7
SHIP_758,5,Clear,None,0.81,Air,5,2
SHIP_759,14,Snow,Strike,0.42,Air,3,7
SHIP_760,13,Storm,Sanction,0.7,Air,2,6
SHIP_761,6,Rainy,Strike,0.52,Air,9,6
SHIP_762,8,Clear,Sanction,0.42,Air,1,4
SHIP_763,14,Rainy,Tariff,0.9,Road,5,6
SHIP_764,14,Clear,Strike,0.58,Rail,5,7
SHIP_765,11,Snow,Tariff,0.58,Rail,8,7
SHIP_766,4,Clear,None,0.42,Rail,6,4
SHIP_767,11,Storm,Sanction,0.57,Sea,6,9
SHIP_768,6,Storm,Strike,0.91,Road,6,6
SHIP_769,12,Clear,Tariff,0.55,Rail,4,5
SHIP_770,4,Clear,Sanction,0.97,Sea,1,3
SHIP_771,6,Clear,Sanction,0.96,Road,3,3
SHIP_772,4,Clear,None,0.4,Road,6,4
SHIP_773,12,Storm,None,0.42,Sea,5,6
SHIP_774,11,Rainy,Sanction,0.9,Road,1,4
SHIP_775,12,Clear,Sanction,0.57,Sea,5,6
SHIP_776,8,Clear,Strike,0.3,Rail,2,5
SHIP_777,14,Storm,Sanction,0.49,Sea,1,7
SHIP_778,2,Storm,Strike,0.72,Road,4,6
SHIP_779,10,Snow,Sanction,0.86,Rail,6,7
SHIP_780,10,Clear,None,0.39,Rail,7,5
SHIP_781,6,Snow,Strike,0.38,Air,9,7
SHIP_782,10,Storm,Tariff,0.95,Air,5,6
SHIP_783,11,Storm,None,0.83,Road,8,7
SHIP_784,14,Rainy,Strike,0.71,Sea,8,9
SHIP_785,7,Clear,Strike,0.84,Sea,9,6
SHIP_786,6,Snow,Tariff,0.6,Road,3,4
SHIP_787,14,Storm,Strike,0.83,Rail,3,8
SHIP_788,4,Storm,Sanction,0.56,Road,9,6
SHIP_789,12,Snow,Tariff,0.47,Road,7,6
SHIP_790,12,Rainy,None,0.81,Rail,4,5
SHIP_791,9,Storm,None,0.59,Sea,1,5
SHIP_792,5,Clear,Sanction,0.99,Road,7,4
SHIP_793,11,Storm,None,0.54,Sea,6,7
SHIP_794,14,Clear,Strike,0.95,Road,3,6
SHIP_795,14,Snow,Strike,0.95,Rail,5,7
SHIP_796,4,Clear,Sanction,0.47,Rail,3,4
SHIP_797,14,Snow,None,0.86,Air,8,6
SHIP_798,7,Clear,None,0.6,Rail,5,4
SHIP_799,9,Snow,Sanction,0.94,Air,6,6
SHIP_800,14,Clear,Tariff,0.62,Road,2,4
SHIP_801,10,Rainy,None,0.82,Sea,8,5
SHIP_802,7,Clear,Tariff,0.63,Rail,9,6
SHIP_803,6,Clear,None,0.46,Rail,3,3
SHIP_804,13,Rainy,None,0.44,Rail,6,6
SHIP_805,12,Storm,None,0.6,Road,6,6
SHIP_806,3,Storm,None,0.83,Air,2,3
SHIP_807,3,Clear,Strike,0.72,Road,8,5
SHIP_808,10,Rainy,Tariff,0.78,Sea,5,6
SHIP_809,3,Clear,Tariff,0.5,Road,8,5
SHIP_810,3,Snow,None,0.64,Sea,8,6
SHIP_811,4,Snow,None,0.33,Rail,3,5
SHIP_812,4,Clear,Tariff,0.87,Sea,5,4
SHIP_813,5,Storm,Strike,0.99,Sea,7,8
SHIP_814,8,Storm,Sanction,0.58,Air,5,6
SHIP_815,10,Clear,Sanction,0.31,Sea,6,6
SHIP_816,3,Clear,Tariff,0.42,Sea,2,3
SHIP_817,5,Snow,None,0.76,Road,8,6
SHIP_818,10,Storm,None,0.73,Rail,5,6
SHIP_819,3,Clear,Strike,0.85,Road,6,5
SHIP_820,11,Snow,Sanction,0.48,Road,1,6
SHIP_821,12,Storm,Strike,0.83,Rail,2,7
SHIP_822,14,Rainy,Sanction,0.78,Rail,4,6
SHIP_823,2,Snow,Tariff,0.53,Sea,9,7
SHIP_824,11,Storm,Sanction,0.68,Sea,6,8
SHIP_825,9,Storm,Strike,0.4,Air,8,8
SHIP_826,10,Snow,Strike,0.62,Road,2,5
SHIP_827,8,Rainy,Strike,0.92,Rail,5,6
SHIP_828,9,Snow,Tariff,0.59,Sea,1,5
SHIP_829,5,Storm,Sanction,0.89,Rail,4,6
SHIP_830,5,Clear,Sanction,0.71,Sea,1,3
SHIP_831,14,Clear,Strike,0.43,Air,9,7
SHIP_832,3,Snow,Sanction,0.71,Air,2,3
SHIP_833,9,Storm,None,0.65,Rail,7,7
SHIP_834,12,Clear,None,0.58,Air,3,3
SHIP_835,3,Storm,None,0.38,Rail,2,5
SHIP_836,10,Snow,Sanction,0.59,Sea,4,6
SHIP_837,5,Clear,Tariff,0.35,Road,7,5
SHIP_838,2,Storm,Tariff,0.37,Air,7,5
SHIP_839,14,Clear,Tariff,0.59,Sea,9,7
SHIP_840,5,Snow,Tariff,0.51,Road,3,5
SHIP_841,4,Storm,None,0.95,Road,7,5
SHIP_842,13,Clear,None,0.56,Road,6,5
SHIP_843,7,Snow,Strike,0.83,Sea,7,7
SHIP_844,8,Clear,Sanction,0.67,Sea,7,6
SHIP_845,9,Clear,Sanction,0.79,Rail,5,5
SHIP_846,3,Rainy,Tariff,0.48,Road,9,6
SHIP_847,7,Rainy,None,0.96,Road,7,5
SHIP_848,7,Snow,Tariff,0.67,Road,7,6
SHIP_849,11,Rainy,Strike,0.88,Rail,3,5
SHIP_850,13,Snow,Sanction,0.56,Road,1,5
SHIP_851,6,Rainy,Sanction,0.37,Sea,5,6
SHIP_852,11,Clear,Tariff,0.77,Road,8,5
SHIP_853,11,Snow,Strike,0.31,Air,5,7
SHIP_854,8,Snow,Sanction,0.63,Sea,3,6
SHIP_855,4,Clear,Strike,0.43,Rail,9,6
SHIP_856,5,Snow,Strike,0.74,Road,2,5
SHIP_857,11,Snow,Tariff,0.99,Air,3,5
SHIP_858,14,Rainy,None,0.63,Rail,4,5
SHIP_859,10,Snow,Tariff,0.87,Rail,1,4
SHIP_860,5,Storm,None,0.66,Sea,4,5
SHIP_861,4,Clear,Strike,0.65,Rail,4,5
SHIP_862,3,Rainy,None,0.95,Rail,9,4
SHIP_863,6,Rainy,Strike,0.92,Rail,8,6
SHIP_864,5,Storm,Sanction,0.85,Rail,2,5
SHIP_865,14,Clear,Sanction,0.51,Road,7,6
SHIP_866,14,Clear,Sanction,0.68,Road,6,5
SHIP_867,9,Rainy,Tariff,0.46,Road,7,5
SHIP_868,8,Snow,Tariff,0.61,Road,4,6
SHIP_869,7,Rainy,Strike,0.64,Air,5,5
SHIP_870,12,Clear,Sanction,0.88,Road,6,6
SHIP_871,13,Storm,Tariff,0.93,Rail,9,8
SHIP_872,3,Rainy,Sanction,0.59,Road,2,4
SHIP_873,4,Clear,Tariff,0.31,Road,9,5
SHIP_874,11,Rainy,None,0.9,Sea,1,2
SHIP_875,10,Snow,None,0.42,Rail,4,5
SHIP_876,14,Rainy,Sanction,0.74,Road,5,6
SHIP_877,10,Rainy,Strike,0.32,Road,9,8
SHIP_878,6,Clear,Tariff,0.58,Road,6,3
SHIP_879,4,Clear,Tariff,0.99,Air,4,2
SHIP_880,3,Clear,None,0.37,Road,2,2
SHIP_881,9,Rainy,None,0.6,Sea,5,5
SHIP_882,7,Snow,Strike,0.52,Rail,8,8
SHIP_883,11,Storm,Strike,0.93,Rail,8,8
SHIP_884,12,Storm,Strike,0.91,Road,6,8
SHIP_885,13,Clear,Sanction,0.47,Road,1,5
SHIP_886,8,Clear,None,0.36,Road,8,4
SHIP_887,2,Rainy,Sanction,0.74,Rail,4,4
SHIP_888,2,Storm,None,0.54,Rail,2,4
SHIP_889,11,Clear,None,0.77,Air,1,2
SHIP_890,3,Snow,Tariff,0.32,Sea,7,7
SHIP_891,11,Snow,None,0.39,Air,2,4
SHIP_892,4,Clear,None,0.78,Sea,4,3
SHIP_893,13,Clear,Sanction,0.45,Air,4,5
SHIP_894,2,Storm,None,0.9,Rail,1,3
SHIP_895,6,Storm,Sanction,0.34,Air,2,5
SHIP_896,4,Rainy,Strike,0.45,Sea,1,5
SHIP_897,2,Storm,None,1.0,Road,6,5
SHIP_898,9,Snow,None,0.6,Sea,3,5
SHIP_899,13,Snow,Sanction,0.79,Road,1,5
SHIP_900,12,Clear,Strike,0.43,Rail,8,7
SHIP_901,7,Storm,Tariff,0.73,Sea,4,5
SHIP_902,10,Rainy,Strike,0.81,Air,7,6
SHIP_903,4,Snow,Sanction,0.52,Sea,2,5
SHIP_904,10,Snow,Strike,0.88,Road,6,7
SHIP_905,10,Rainy,Sanction,0.72,Rail,6,7
SHIP_906,13,Rainy,Sanction,0.57,Air,7,7
SHIP_907,14,Snow,Tariff,0.69,Sea,1,6
SHIP_908,13,Snow,None,0.7,Road,1,4
SHIP_909,2,Rainy,Sanction,0.42,Air,2,4
SHIP_910,4,Snow,Sanction,0.58,Rail,2,5
SHIP_911,7,Clear,Tariff,0.54,Air,5,4
SHIP_912,9,Clear,Sanction,0.58,Rail,1,4
SHIP_913,5,Rainy,None,0.83,Air,2,3
SHIP_914,6,Storm,Tariff,0.64,Sea,6,7
SHIP_915,10,Rainy,None,0.96,Road,3,3
SHIP_916,7,Rainy,None,0.51,Sea,4,4
SHIP_917,13,Storm,Tariff,0.59,Sea,1,6
SHIP_918,8,Storm,Sanction,0.85,Rail,5,7
SHIP_919,8,Storm,None,0.68,Rail,4,6
SHIP_920,5,Clear,None,0.68,Rail,8,4
SHIP_921,5,Snow,None,0.34,Sea,3,4
SHIP_922,5,Clear,None,0.58,Air,1,2
SHIP_923,12,Snow,Tariff,0.49,Air,5,6
SHIP_924,6,Clear,Tariff,1.0,Sea,1,3
SHIP_925,6,Snow,Strike,0.52,Sea,5,7
SHIP_926,9,Clear,Strike,0.92,Road,9,6
SHIP_927,10,Storm,None,0.77,Rail,5,5
SHIP_928,3,Rainy,Sanction,0.54,Rail,2,5
SHIP_929,12,Clear,None,0.68,Sea,2,3
SHIP_930,8,Snow,Sanction,0.89,Sea,9,7
SHIP_931,2,Storm,None,0.92,Air,5,4
SHIP_932,2,Clear,Strike,0.41,Sea,8,6
SHIP_933,5,Clear,Strike,0.54,Air,4,4
SHIP_934,11,Storm,Sanction,0.53,Sea,2,6
SHIP_935,8,Clear,None,0.33,Road,4,3
SHIP_936,3,Rainy,Sanction,0.72,Road,4,5
SHIP_937,12,Clear,Strike,0.9,Air,9,6
SHIP_938,3,Rainy,None,0.57,Rail,6,3
SHIP_939,2,Rainy,None,0.82,Road,6,3
SHIP_940,11,Storm,Sanction,0.74,Air,5,7
SHIP_941,3,Clear,Tariff,0.56,Sea,6,5
SHIP_942,14,Storm,Sanction,0.4,Sea,1,7
SHIP_943,8,Clear,Strike,0.8,Air,5,5
SHIP_944,10,Clear,Strike,0.9,Rail,6,5
SHIP_945,7,Snow,Strike,0.78,Air,8,7
SHIP_946,11,Clear,Strike,0.31,Air,4,5
SHIP_947,3,Storm,Strike,0.45,Road,5,7
SHIP_948,13,Rainy,Tariff,0.35,Air,4,5
SHIP_949,11,Clear,None,0.7,Air,7,4
SHIP_950,11,Snow,Sanction,0.83,Sea,6,7
SHIP_951,14,Storm,Sanction,0.38,Road,4,8
SHIP_952,10,Clear,Strike,0.89,Sea,6,5
SHIP_953,8,Storm,Sanction,0.69,Sea,4,7
SHIP_954,12,Snow,Strike,0.78,Rail,8,8
SHIP_955,2,Snow,Tariff,0.98,Rail,3,4
SHIP_956,13,Storm,Tariff,0.36,Road,8,8
SHIP_957,10,Clear,None,0.93,Road,2,3
SHIP_958,3,Rainy,Tariff,0.39,Rail,6,5
SHIP_959,5,Snow,Tariff,0.58,Rail,8,6
SHIP_960,10,Clear,None,0.9,Rail,1,2
SHIP_961,5,Clear,Sanction,0.93,Rail,6,5
SHIP_962,4,Rainy,Strike,0.65,Rail,9,7
SHIP_963,2,Snow,Strike,0.72,Sea,2,5
SHIP_964,8,Snow,Sanction,0.8,Road,1,5
SHIP_965,7,Clear,None,0.88,Sea,2,2
SHIP_966,11,Clear,Sanction,0.39,Sea,5,6
SHIP_967,5,Rainy,Tariff,0.87,Air,6,5
SHIP_968,7,Rainy,None,0.64,Sea,1,4
SHIP_969,7,Snow,None,0.62,Rail,7,5
SHIP_970,14,Storm,None,0.6,Rail,4,6
